Nom_du_POI;LAT;LONG;Adresse_postale;Code_postal;Commune
Circuit Pédestre 03 - Sur les Traces du Passé - 12.2 km;48,20700171;5,83933609;LAC DES RECOLLETS;88140;Bulgnéville
Circuit Pédestre 05 - Sentier des 3 Lacs - 19 km;48,20700171;5,83927172;lacs des recollets;88140;Bulgnéville
Circuit des sept sculptures;48,77681506;7,29258471;6 Bonne Fontaine;57370;Danne-et-Quatre-Vents
Boucle de Bruzac;45,37036540;0,79235125;Place de la mairie;24800;Saint-Pierre-de-Côle
Boucle de Bruzac;45,37036540;0,79235125;Place de la mairie;24800;Saint-Pierre-de-Côle
Boucle de la Rivarie;45,37036540;0,79235125;Place de la mairie;24800;Saint-Pierre-de-Côle
Découvrez le sentier de Saint Pierre de Côle avec les apprentis reporters;45,37036540;0,79235125;Place de la mairie;24800;Saint-Pierre-de-Côle
Circuit - le champ de roches (petit circuit);48,14776240;6,86399340;Col des Arrentès;88430;Arrentès-de-Corcieux
V-lot by Veloclic - Base du Pont Valentré;44,44542680;1,43320311;9 avenue André Breton;46000;Cahors
Station de Loisirs de la Combe Saint-Pierre;47,20103680;6,84029384;Combe Saint Pierre;25140;Charquemont
ACTIVE TOURS/ BOURGOGNE EVASION;47,02684790;4,82763300;Parc de la Bouzaize;21200;Beaune
La Roche de Solutré;46,29916670;4,71916670;Chemin de la Roche;71960;Solutré-Pouilly
Claracq Lalonquette par la villa gallo-romaine;43,51110010;-0,30047000;Route du Château Musée;64330;Claracq
Claracq Lalonquette par la villa gallo-romaine;43,51110010;-0,30047000;Route du Château Musée;64330;Claracq
Claracq Lalonquette par la villa gallo-romaine;43,51110010;-0,30047000;Route du Château Musée;64330;Claracq
Claracq Lalonquette par la villa gallo-romaine;43,51110010;-0,30047000;Route du Château Musée;64330;Claracq
Boucle de Petit-Bersac;45,28864420;0,23098281;le bourg;24600;Petit-Bersac
Boucle de Petit-Bersac;45,28864420;0,23098281;le bourg;24600;Petit-Bersac
Circuit de la vallée du Bambesch;49,10128497;6,59328391;Rue du 3 juin;57690;Bambiderstroff
Circuit le Hackenberg;49,33254444;6,31767991;Moulin de Buding;57920;Buding
Circuit du Hackenberg;49,33272972;6,31770674;Moulin de Buding;57920;Buding
Circuit de la priorale;48,61011806;7,06576712;Office du Tourisme Rue du Général de Gaulle;57560;Saint-Quirin
Circuit des quartzites (provisoire);49,44145365;6,35772180;PLACE MORBACH;57480;Sierck-les-Bains
La boucle de la Moselle de Liverdun à Nancy;48,74966992;6,06655388;1 Place d'Armes;54460;Liverdun
Circuit touristique de la ville haute de Liverdun;48,75245037;6,06325525;1 Place d'Armes;54460;Liverdun
Circuit de Malbrouck;49,45617333;6,43462990;rue du château;57480;Manderen-Ritzing
La voie verte des Hautes-Vosges;48,01337150;6,60425331;à proximité du Plan d'eau Rue du Lit d'eau;88200;Remiremont
Les queulots;49,15031682;6,27781366;Salle polyvalente;57640;Servigny-lès-Sainte-Barbe
Balades à Roulettes n° 26 l'île des Faisans à Hendaye;43,34458980;-1,76385200;39 Rue Richelieu 64700 Hendaye;64700;Hendaye
Parcours ludique sur la piste de la forêt blanche à La Bresse;48,05307566;6,94714259;Domaine nordique de La Bresse-Lispach;88250;La Bresse
Circuit - chapelle du suisse;48,18271850;7,00271160;Place Jean Sonrel;88230;Fraize
Aydie, promenade Joseph Peyré, au cœur du vignoble;43,56943650;-0,10480800;place de l'église;64330;Aydie
Aydie, promenade Joseph Peyré, au cœur du vignoble;43,56943650;-0,10480800;place de l'église;64330;Aydie
Aydie, promenade Joseph Peyré, au cœur du vignoble;43,56943650;-0,10480800;place de l'église;64330;Aydie
Aydie, promenade Joseph Peyré, au cœur du vignoble;43,56943650;-0,10480800;place de l'église;64330;Aydie
Aydie, au cœur du vignoble à VTT;43,56937430;-0,10493670;place de l'église;64330;Aydie
Aydie, au cœur du vignoble à VTT;43,56937430;-0,10493670;place de l'église;64330;Aydie
Aydie, au cœur du vignoble à VTT;43,56937430;-0,10493670;place de l'église;64330;Aydie
Aydie, au cœur du vignoble à VTT;43,56937430;-0,10493670;place de l'église;64330;Aydie
Boucle du Pas de la mignonne dite des roches enchantées;45,33499000;1,04905000;Place du Chateau;24160;Excideuil
Boucle du Pas de la mignonne dite des roches enchantées;45,33499000;1,04905000;Place du Chateau;24160;Excideuil
Promenades au coeur des boucles;48,75024978;6,06327026;1 Place d'armes;54460;Liverdun
Randonnée pédestre du sentier des terres du bord;49,04003168;6,83404550;Forêt du Grossbusch;57660;Leyviller
Randonnée pédestre autour de l'étang de la Mutche;48,95254520;6,64344200;Base de loisirs Etang de La Mutche;57340;Morhange
Circuit du Stromberg;49,45643310;6,34198173;Rue St Vincent;57480;Contz-les-Bains
Le sentier du textile;48,00214280;6,89705680;8 chemin des écorces;88250;La Bresse
Circuit de la neuve grange;48,63141341;7,03557657;Hameau de Heille;57560;Métairies-Saint-Quirin
Le chêne des moines;49,23328126;6,36588111;Villers-Bettnach;57640;Saint-Hubert
Le chêne des moines en VTT;49,23328126;6,36588111;Villers-Bettnach;57640;Saint-Hubert
Circuit du galibot;49,20868600;6,84818200;Parc Explor Wendel;57540;Petite-Rosselle
Sentier de la Réserve Naturelle Nationale Géologique;49,41176339;6,15696158;1 Allée Renevier;57330;Hettange-Grande
Base Nautique de Floiras - VTC et VTT;44,47642080;1,19926929;Camping Base Nautique “Floiras” 117 Chemin du port de juillac;46140;Anglars-Juillac
Sentier des Lacs de Contrexéville au Parc de Vittel - 6 km;48,19606880;5,87846780;Lacs de la folie;88140;Contrexéville
Circuit Pédestre 01 - De la Fontaine au Lavoir - 6.5 km;48,20693736;5,83928245;Lac des recollets;88140;Bulgnéville
Sentier du Parc ornithologique de Pont de Gau;43,48913200;4,40385800;RD 570;13460;Saintes-Maries-de-la-Mer
Chez Montaigne...;44,87375260;0,03177779;Parking des écoles;24230;Saint-Michel-de-Montaigne
Boucle de l'étang à Celles;45,29519500;0,41068200;le bourg;24600;Celles
Boucle de l'étang à Celles;45,29519500;0,41068200;le bourg;24600;Celles
Boucle de l'étang à Celles;45,29519500;0,41068200;le bourg;24600;Celles
Boucle de l'étang à Celles;45,29519500;0,41068200;le bourg;24600;Celles
Circuit de bermont;48,44994523;5,67644533;27 rue Jeanne d'Arc;88630;Greux
Boucle de Fraimbois;48,53099760;6,53999080;Rue de l'Église;54300;Fraimbois
PDIPR - Boucle d'Allemans;45,28774640;0,30815371;le bourg;24600;Allemans
PDIPR - Boucle d'Allemans;45,28774640;0,30815371;le bourg;24600;Allemans
Boucle du bourg;45,28774640;0,30815371;le bourg;24600;Allemans
Boucle du bourg;45,28774640;0,30815371;le bourg;24600;Allemans
Le chemin de la reine;49,20379170;6,29179064;Rue de la gare;57640;Vigy
Le chemin de la reine en VTT;49,20379170;6,29179064;Rue de la gare;57640;Vigy
La source de Charlemagne;49,23252463;6,36253371;Abbaye de Villers-Bettnach;57640;Saint-Hubert
La source de Charlemagne en VTT;49,23252463;6,36253371;Abbaye de Villers-Bettnach;57640;Saint-Hubert
Balade à Roulettes n°30 Le Sentier des Chênes à Mourenx;43,36826200;-0,62055190;Avenue du Maréchal Foch Parcours sportif Jacques Barrouillet;64150;Mourenx
Boucle patrimoine n°23 - circuit botanique;48,30150427;6,13607523;Cours Stanislas;88500;Mirecourt
Sentier des luthiers;48,30146858;6,13591966;Cours Stanislas;88500;Mirecourt
Circuit du Lampertstein;48,58750897;7,06223465;La Grande Basse RD 993;57560;Saint-Quirin
Circuit - les gravières des grandes nolles;48,17162900;6,88142540;Office de tourisme 9 rue Henry;88430;Corcieux
Piste piétons raquettes de la forêt blanche;48,05314218;6,94713593;Domaine nordique de La Bresse-Lispach Route de Lispach;88250;La Bresse
Circuit des sept roses;48,61004357;7,06575370;Rue du Général de Gaulle;57560;Saint-Quirin
Voie verte de la Vallée d'Ossau;43,14822340;-0,45566820;Gare de Buzy;64260;Buzy
Circuit poussette la basse des feignes;48,00380471;6,84882354;Basse des Feignes;88250;La Bresse
Le sentier des vignerons de Puyloubier;43,52496700;5,67186500;63 Avenue D'Aix Cave des Vignerons du Mont Sainte Victoire;13114;Puyloubier
Escapade vélo à Saverne;48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Circuit vélo les sommets de la Moselle;48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Escapade vélo dans la Vallée des Éclusiers par le Bodenmark;48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Escapade vélo au Plan Incliné par la Vallée des Éclusiers;48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Circuit vélo des 3 vallées (petit);48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Circuit vélo de l'Eselbahn;48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Circuit vélo des châteaux;48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Escapade vélo au château de Lutzelbourg;48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Escapade vélo à Dabo;48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Circuit vélo des 3 vallées (grand);48,73259820;7,25014480;6 rue de la Zorn;57820;Lutzelbourg
Circuit des lavoirs;48,75192201;7,28408894;2  Rue du Finstingerkopf;57370;Phalsbourg
Open Kayak;47,98274200;3,38069700;Quai d'Epizy (en face du camping municipal);89300;Joigny
Circuit du Col de la Chapelotte;48,54339015;6,97250983;Lieu-dit Norroy Départ de la Maison de la Forêt;54480;Saint-Sauveur
Balade randoland Senones;48,39394546;6,98017988;Office de Tourisme 18 Place Dom Calmet;88210;Senones
Boucle cyclosportive B7 : L'Ormont;48,39393060;6,98015840;Office de Tourisme 18 Place Dom Calmet;88210;Senones
Jeu de piste - à la découverte de la ville de Mirecourt;48,30049081;6,13440689;22 rue Chanzy;88500;Mirecourt
Jeu de piste - découvrez Mirecourt avec Jack;48,30038590;6,13445720;22 rue Chanzy;88500;Mirecourt
Balade à Roulettes n° 34 Le chemin des Hautes Promenades à Lembeye;43,44935100;-0,11203900;Place du Marcadieu;64350;Lembeye
Balade à Roulettes n° 34 Le chemin des Hautes Promenades à Lembeye;43,44935100;-0,11203900;Place du Marcadieu;64350;Lembeye
Balade à Roulettes n° 34 Le chemin des Hautes Promenades à Lembeye;43,44935100;-0,11203900;Place du Marcadieu;64350;Lembeye
Balade à Roulettes n° 34 Le chemin des Hautes Promenades à Lembeye;43,44935100;-0,11203900;Place du Marcadieu;64350;Lembeye
Lembeye : L'ancienne capitale du Vic-Bilh;43,45153560;-0,11024560;Place du Marcadieu;64350;Lembeye
Lembeye : L'ancienne capitale du Vic-Bilh;43,45153560;-0,11024560;Place du Marcadieu;64350;Lembeye
Lembeye : L'ancienne capitale du Vic-Bilh;43,45153560;-0,11024560;Place du Marcadieu;64350;Lembeye
Lembeye : L'ancienne capitale du Vic-Bilh;43,45153560;-0,11024560;Place du Marcadieu;64350;Lembeye
Lembeye : le chemin de la Ligne;43,44973340;-0,11188200;place Marcadieu;64350;Lembeye
Lembeye : le chemin de la Ligne;43,44973340;-0,11188200;place Marcadieu;64350;Lembeye
Lembeye : le chemin de la Ligne;43,44973340;-0,11188200;place Marcadieu;64350;Lembeye
Lembeye : le chemin de la Ligne;43,44973340;-0,11188200;place Marcadieu;64350;Lembeye
Lembeye : le chemin des lacs à VTT;43,44965700;-0,11168000;place Marcadieu;64350;Lembeye
Lembeye : le chemin des lacs à VTT;43,44965700;-0,11168000;place Marcadieu;64350;Lembeye
Lembeye : le chemin des lacs à VTT;43,44965700;-0,11168000;place Marcadieu;64350;Lembeye
Lembeye : le chemin des lacs à VTT;43,44965700;-0,11168000;place Marcadieu;64350;Lembeye
Lembeye : la vallée du Vic-Bilh à VTT;43,44970220;-0,11186050;place Marcadieu;64350;Lembeye
Lembeye : la vallée du Vic-Bilh à VTT;43,44970220;-0,11186050;place Marcadieu;64350;Lembeye
Lembeye : la vallée du Vic-Bilh à VTT;43,44970220;-0,11186050;place Marcadieu;64350;Lembeye
Lembeye : la vallée du Vic-Bilh à VTT;43,44970220;-0,11186050;place Marcadieu;64350;Lembeye
Lembeye : la vallée du Vic-Bilh à cheval;43,44945300;-0,11216100;place Marcadieu;64350;Lembeye
Lembeye : la vallée du Vic-Bilh à cheval;43,44945300;-0,11216100;place Marcadieu;64350;Lembeye
Lembeye : la vallée du Vic-Bilh à cheval;43,44945300;-0,11216100;place Marcadieu;64350;Lembeye
Lembeye : la vallée du Vic-Bilh à cheval;43,44945300;-0,11216100;place Marcadieu;64350;Lembeye
Étangs et lac;49,19892466;6,69339439;Etang de Creutzwald Rue de la Bonne Fontaine;57150;Creutzwald
Véloroute la voie bleue - Epinal – Bains-les-Bains;48,18463451;6,44474308;Port d'Epinal;88000;Épinal
Randonnée - le sentier adapté pour tous;48,02762030;6,67334170;Rue du Stade Grand parking du stade;88120;Saint-Amé
Circuit de la baraque carrée;48,64194444;7,10416667;D44;57560;Abreschviller
Circuit du Bourguignon;48,57472222;7,10666667;Route du Donon Mairie de Turquestein-Blancrupt;57560;Turquestein-Blancrupt
Circuit de la grotte des Bacelles;48,61242700;7,06154800;170 rue du Général de Gaulle Mairie de Saint-Quirin;57560;Saint-Quirin
Circuit de la Haute-Chapelle;48,61242700;7,06154800;rue de l'Eglise Eglise priorale;57560;Saint-Quirin
Circuit du vieux château;48,61242700;7,06154800;Lettenbach 276 rue des Verriers;57560;Saint-Quirin
Sentiers à la croisée des chemins : circuit 21 - sentier des hauts de Harol;48,15611111;6,25777778;parking de l'école 1068 rue de la Mairie;88270;Harol
Circuit transfrontalier de l'acier;49,47676437;5,94651344;390  rue du Laboratoire;57390;Audun-le-Tiche
Jeu de piste Rose et Louis- Gérardmer d'antan;48,07221340;6,87265840;4 place des Déportés;88400;Gérardmer
Circuit de la frézelle, un espace naturel sensible;48,36176231;5,73833886;23 rue de la Cure;88300;Rollainville
Circuit de neufeys;48,36175340;5,73832545;23 rue de la Cure;88300;Rollainville
Loire à Vélo EV6 - boucle Briare / Bonny-sur-Loire / Beaulieu-sur-Loire / Châtillon-sur-Loire;47,63281970;2,73973441;Rue des Vignes;45250;Briare
Circuit de stahl-boudeville;48,30384780;5,83325572;Place Champ de Foire;88170;Châtenois
ENTRE VIGNES ET ADOUR;43,65091800;-0,14992500;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
LAC DE LA FORÊT;43,69572200;0,07423600;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
GRAND CIRCUIT DES PALOMBIÈRES;43,72457200;0,07425300;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
À LA DÉCOUVERTE DE L'HISTOIRE;43,68883900;0,03110000;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
L'ESTREM DEBAT;43,59640100;-0,14303500;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
PETIT CIRCUIT DES PALOMBIÈRES;43,72461100;0,07433900;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
DU PONT DE RISCLE AU PONT DE TARSAC;43,66330600;-0,08254800;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
LE BARADAT;43,59722300;-0,14224300;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
LA FONTAINA;43,59711400;-0,14344500;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
DE LAVOIRS EN RUELLES EN PASSANT PAR LES POUSTERLES;43,66335300;-0,08218100;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
AUTOUR DU CHÂTEAU;43,66931700;-0,01177000;Place de la Libération Coeur Sud-Ouest Tourisme;32400;Riscle
Balade à roulettes : Le parc Palmer;44,86117620;-0,52358890;Rue Aristide Briand;33150;Cenon
Balade à roulettes : Le moulin de Rouillac;44,75797460;-0,65207740;Chemin Salvador Allende;33610;Canéjan
Balade à roulettes : L'étang d'Ornon;44,75827230;-0,65217450;Chemin Salvador Allende;33610;Canéjan
Balade à roulettes : Parc de la Blanche;44,94290140;-0,51493850;Chemin de la Palue de la Blanche;33440;Ambarès-et-Lagrave
Balade à roulettes : Parc de Fontaudin;44,79639930;-0,62145950;Avenue du Docteur Albert Schweitzer;33600;Pessac
Balade à roulettes : Les écluses du Canal de Garonne;44,56208900;-0,15087300;Castets-en-Dorthe Route du Moulin;33210;Castets et Castillon
Iconiques à vélo: le château ducal de Cadillac-sur-Garonne;44,56209000;-0,15076000;Castets-en-Dorthe Route du Moulin;33210;Castets et Castillon
Balade à roulettes : Parc Mandavit;44,76749530;-0,61133530;Route de Léognan;33170;Gradignan
Balade à roulettes : Parc Castel;44,83092040;-0,52612990;Avenue du Pdt François Mitterrand;33270;Floirac
Balade à roulettes : Le lac vert;44,74279320;-0,65052020;Avenue de la Libération;33610;Canéjan
Balade à roulettes : Bruges, étang et bassins;44,87490220;-0,58251840;Rue Jean Pommies;33520;Bruges
Circuit de La Chapelle;45,40597230;-0,91085400;Port de Goulée;33590;Jau-Dignac-et-Loirac
Boucle des Trois Paroisses;45,40798390;-0,95867810;Centre;33590;Jau-Dignac-et-Loirac
Boucle des Trois Paroisses à VTT;45,40798390;-0,95867810;Centre;33590;Jau-Dignac-et-Loirac
Balade à roulettes : Parc de Peixotto;44,80707480;-0,59270250;Cours de la Libération;33400;Talence
Balade à roulettes : Parc Jozereau;44,79332210;-0,66359890;Rue d'Aquitaine;33600;Pessac
Balade à roulettes : Ville de Blaye;45,13062310;-0,66369790;Place des Cones;33390;Blaye
Balade à roulettes : Le parc de Majolan;44,89912690;-0,63992410;Avenue du Général de Gaulle;33290;Blanquefort
Balade à roulettes : Le Bois de Bordeaux 1 - IMPRATICABLE;44,90250500;-0,57943900;Allée du bois de Bordeaux;33300;Bordeaux
Balade à roulettes : Le Prieuré de Cayac;44,76421230;-0,62036430;Cours du Général de Gaulle;33170;Gradignan
Balade à roulettes : Ville de Pauillac;45,19500990;-0,74437750;Quai Paul Doumer;33250;Pauillac
Balade à roulettes : Promenade Robert Fleury - Pereire;44,64596470;-1,19930130;Allée des Arbousiers;33120;Arcachon
Balade à roulettes : Port de Goulée;45,40468620;-0,90996520;Route Castillonnaise;33340;Valeyrac
Location de VAE à l'Office de tourisme des 1000 étangs;47,75404470;6,57661070;Place de la gare;70270;Mélisey
Location de VAE à l'Office de tourisme des 1000 étangs;47,75404470;6,57661070;Place de la gare;70270;Mélisey
Balade à roulettes : Le tour du lac des Dagueys - IMPRATICABLE;44,94778810;-0,24410910;Avenue François Mitterrand;33500;Libourne
Balade à roulettes : Les prés salés ouest;44,63967530;-1,14727960;Avenue du Général Leclerc;33260;La Teste-de-Buch
Balade à roulettes : Le parc de la Cheneraie;44,63932070;-1,11828030;La Hume Avenue du Maréchal de Lattre de Tassigny;33470;Gujan-Mestras
Balade à roulettes : Bègles Plage - IMPRATICABLE;44,80207440;-0,53795720;Avenue Pierre Mendès France;33130;Bègles
Balade à roulettes : Le lac de la Magdeleine;44,61640320;-1,09366750;LA MAGDELEINE;33470;Gujan-Mestras
Balade à roulettes : Domaine de la Burthe;44,83368070;-0,50424780;La Burthe;33270;Floirac
