FID;osm_id;amenity;name;short_name;official_name;alt_name;old_name;operator;operator-type;emergency;contact-email;addr-housename;addr-housenumber;addr-street;addr-city;addr-postcode;osm_version;osm_timestamp;healthcare-speciality;the_geom;osm_original_geom
hospitals_point.759473078;759473078;hospital;Clinique de Domont;;;;;Capio;;;;;85;Route de Domont;Domont;95330;2;2020-04-12T17:42:34Z;;POINT (260932.36908819905 6280560.34497333);"SRID=3857;POLYGON((260834.0792394051 6280549.440558185,260838.7435260694 6280544.822180385,260844.72138272502 6280542.377157867,261010.05309045114 6280488.79059206,261013.4483349203 6280497.449995064,261033.93112122628 6280577.15087801,260844.97741755378 6280629.787152533,260844.40968815077 6280625.864889797,260844.29836865998 6280621.552100843,260841.4374577466 6280605.489528278,260834.86960778976 6280556.962406845,260834.0792394051 6280549.440558185))"
hospitals_point.559737228;559737228;hospital;Centre hospitalier de Sedan;;;;;;public;yes;;;2;Avenue du Général Margueritte;Sedan;40903;5;2021-12-09T11:11:43Z;;POINT (549714.7573238958 6395365.438100765);"SRID=3857;POLYGON((549399.8028584527 6395410.3217654815,549443.8408490105 6395360.610804996,549500.5024698243 6395333.276787821,549525.7719942343 6395321.916328376,549637.4699712963 6395292.671822723,549756.8267293249 6395273.944376642,549865.1405938667 6395257.144791582,549888.2839160026 6395254.390764463,549900.7405670225 6395256.094818634,549909.3344317116 6395257.661171763,549922.9154095885 6395254.975995148,549944.489126904 6395254.838293808,549954.2629781958 6395255.199759834,549974.2670906914 6395309.987862575,549981.5919131855 6395352.69288151,549980.2894751433 6395353.760079456,549952.9271443062 6395379.304019319,549929.9285375084 6395400.424303458,549926.4108415993 6395403.780832749,549926.8227237152 6395404.228370085,549922.447867727 6395408.2217812585,549922.0471175603 6395407.774243701,549917.1601919144 6395412.249620321,549916.9041570857 6395411.974212458,549845.0362938294 6395477.865801687,549839.5816387805 6395483.029741277,549825.6667024314 6395472.185471821,549824.887465996 6395471.669078385,549751.3052825816 6395415.210255396,549733.828122527 6395401.784127985,549733.0488860914 6395402.128387391,549729.208363659 6395397.77350692,549717.7201922091 6395408.307846173,549693.8978211795 6395382.402346171,549647.9228714819 6395424.057740887,549637.9152492596 6395413.006991984,549627.2508420415 6395422.973320956,549576.0327443276 6395503.823236971,549504.5990270855 6395466.74612926,549399.8028584527 6395410.3217654815))"
hospitals_point.25710278;25710278;hospital;Polyclinique Bordeaux Rive-Droite;PBRD;;;Clinique des Quatre Pavillons;Groupe Bordeaux Nord Aquitaine;private;yes;;;24;Rue des Cavailles;Lormont;33310;20;2025-02-04T19:04:34Z;;POINT (-58108.77427842094 5600214.011491935);"SRID=3857;POLYGON((-58235.40011486616 5600317.273051743,-58201.08031585458 5600235.978995794,-58194.36775055975 5600210.2213716665,-58187.52160187597 5600154.764199521,-58185.95199705578 5600131.127077176,-58160.2037988353 5600121.452365849,-58147.14602256524 5600121.766479691,-58122.86724162323 5600123.729691448,-58116.811461324076 5600125.520140941,-58112.3809455905 5600125.363083954,-58106.03573461529 5600125.897077722,-58099.15619008426 5600127.15353377,-58085.75332339275 5600130.844374425,-58082.981468072 5600130.514554558,-58012.32698726551 5600149.2200715905,-57988.226317508765 5600156.130599845,-57976.181548604945 5600162.460020135,-57968.55616348559 5600172.621654525,-57969.66935839352 5600199.4628735585,-57988.90536640261 5600227.136583629,-58014.609036826776 5600247.035949638,-58062.22038303905 5600267.1395367235,-58102.584830400694 5600283.677911797,-58107.92816595878 5600279.123180602,-58118.71502461664 5600285.436981012,-58120.362553080384 5600291.656549907,-58228.70981346948 5600335.397830794,-58235.40011486616 5600317.273051743))"
hospitals_point.772934661;772934661;hospital;Clinique de Miremont;;;;;;;;;;;;Badens;11800;1;2020-02-16T15:36:42Z;psychiatry;POINT (279810.6764783223 5344738.632077101);"SRID=3857;POLYGON((279641.5851325723 5344662.432072085,279738.62233269674 5344609.582710614,279980.47505839425 5344619.144451485,280000.77973351494 5344768.437186564,279799.53635805886 5344855.625006207,279806.10420801566 5344932.060129104,279666.36485122284 5344869.357009445,279659.79700126604 5344698.571432353,279641.5851325723 5344662.432072085))"
hospitals_point.506070720;506070720;hospital;Clinique Pasteur;;;;;;;;;;;Rue Malbec;Bergerac;24100;2;2020-02-27T13:47:53Z;;POINT (54546.92639622723 5598215.423010933);"SRID=3857;POLYGON((54491.42507686323 5598177.705001685,54506.95414582888 5598174.8157759765,54512.5423842667 5598173.763721194,54524.64281291593 5598171.345565887,54523.55188190616 5598164.813409333,54518.887595241926 5598129.514721882,54566.35422611617 5598126.68832048,54569.02589389521 5598142.139325586,54571.33020735464 5598159.097776215,54571.441526845425 5598160.636600159,54574.66979207843 5598185.006581632,54576.52882757467 5598199.374223901,54588.69604791838 5598197.505643999,54600.77421266946 5598279.896252428,54527.79315450538 5598290.495441796,54523.128867841144 5598290.322714166,54519.9228665063 5598288.501222995,54516.77252491686 5598284.748324243,54508.47922285275 5598246.230168886,54497.859343431075 5598203.409729718,54491.42507686323 5598177.705001685))"
hospitals_point.686690991;686690991;hospital;Clinique Cave;;;;;;;;;;;Boulevard Montauriol;Montauban;82000;3;2024-05-27T12:41:21Z;;POINT (151741.26132440032 5467266.978461395);"SRID=3857;POLYGON((151690.98467868177 5467237.346335649,151691.54127613574 5467236.309292519,151747.05630619434 5467206.374396506,151776.88992972695 5467256.52391557,151789.1907334596 5467279.431811729,151773.36110186882 5467289.384381728,151781.1645981734 5467301.039582393,151740.88920640442 5467331.145049669,151735.6794542353 5467330.231823246,151690.98467868177 5467237.346335649))"
hospitals_point.11296040775;11296040775;hospital;Clinique Veterinaire Sevetys;;;;;Sevetys;public;yes;;;34;Boulevard du Maréchal Foch;Verrières-le-Buisson;91370;1;2023-10-28T17:53:26Z;;POINT (252107.24341841188 6231409.619536174);
hospitals_point.10792757249;10792757249;hospital;5 place Aristide-Briand 10400 Nogent-sur-Seine;;;;;;;;;;5;place Aristide Briand;Nogent-sur-Seine;10400;1;2023-04-07T13:05:14Z;;POINT (389892.0859877071 6189342.277448437);
hospitals_point.495029193;495029193;hospital;Hôpital Le Parc de Taverny;;;;;;;no;;;;Chemin des Aumuses;Taverny;;11;2024-12-21T12:13:43Z;;POINT (248845.2790849156 6279473.663720023);"SRID=3857;POLYGON((248497.95383231973 6279683.029539247,248539.70977331625 6279652.33410627,248593.73312219823 6279616.715319977,248623.1993914112 6279577.429568756,248631.48156152628 6279561.861324631,248644.08292788404 6279538.144000235,248688.28789767803 6279464.462830236,248686.30641074188 6279424.855222637,248689.90203029456 6279384.297089085,248704.72978646818 6279344.027757752,248729.43158147522 6279326.999932137,248753.4543275884 6279319.869646467,248770.93148764296 6279310.19283982,248768.51585469276 6279282.265977533,248766.1224856407 6279261.503391422,248769.69584129515 6279249.1273525115,248885.37905612754 6279208.264483115,248955.75523820706 6279204.088230904,248996.6428871754 6279184.4802450705,249017.35944441205 6279210.284703424,249023.08126623882 6279219.316282466,249037.2967652131 6279241.72550526,249049.28587437156 6279260.637577411,249075.07860038834 6279313.435417655,249100.86019445607 6279357.626275237,249129.15760901573 6279383.516147445,249105.2907101896 6279416.977863756,249095.9510049121 6279430.084163194,249095.04931703664 6279431.544192626,249076.30311478704 6279462.0011432525,249068.93376449656 6279511.11617845,249056.65522466207 6279533.220584043,249033.32265939182 6279556.547415809,248992.80236474302 6279579.891289374,248964.5606099288 6279609.347105525,248927.72499042528 6279626.545275067,248893.3383997192 6279643.743479627,248832.00136029217 6279690.397817968,248768.09284062774 6279722.315781573,248710.3848166005 6279745.660113229,248662.49517166123 6279746.882509099,248612.15649792453 6279730.923465812,248570.40055692795 6279705.134394687,248497.95383231973 6279683.029539247))"
hospitals_point.183163996;183163996;hospital;Centre médical Rocheplane;;;;;;;;;;6;Rue Massenet;Saint-Martin-d'Hères;38400;13;2022-10-10T16:22:34Z;;POINT (641309.7104179343 5649566.798665388);"SRID=3857;POLYGON((641161.5945781542 5649470.336054707,641312.0762658085 5649412.111564649,641315.2488712962 5649420.749673748,641311.1411820857 5649422.771024059,641312.7887105496 5649427.208521259,641313.7571901195 5649430.303716328,641317.9428029734 5649429.182497582,641318.889018645 5649431.282808871,641321.3714432897 5649436.8257380035,641325.7796951252 5649448.527488504,641350.5928096231 5649469.972841365,641444.6466473943 5649551.254035519,641452.5391992915 5649573.899830344,641453.3406996252 5649576.189680276,641454.1644638571 5649578.479530792,641450.8805388786 5649580.20086708,641452.0827893792 5649583.3276989795,641453.9752207226 5649587.717899136,641457.4483888355 5649587.433641507,641465.8530103903 5649610.06373532,641450.3239414247 5649618.228270234,641424.5423473569 5649634.888997942,641422.2714297448 5649636.3576702075,641419.343727137 5649639.010756197,641402.5678798744 5649660.298641159,641376.8864733484 5649721.14626384,641350.8265805537 5649711.512950699,641213.5139886603 5649660.519732219,641223.3657635953 5649633.941467578,641227.4400569585 5649623.676561681,641230.9800167655 5649615.275139727,641218.6124213386 5649619.270551821,641181.064357094 5649521.45453048,641167.7616779441 5649487.549225403,641166.5594274435 5649483.490704206,641161.5945781542 5649470.336054707))"
hospitals_point.676807179;676807179;hospital;Hôpital Privé Cannes Oxford;;;;;;;;;;33;Boulevard d'Oxford;Cannes;06400;2;2020-02-16T10:54:36Z;;POINT (782381.6790458137 5398440.629086273);"SRID=3857;POLYGON((782322.8797546494 5398427.938054575,782362.8657157422 5398390.021918495,782327.3547981792 5398329.353351285,782359.8378255926 5398305.586867278,782446.1438268047 5398443.731369399,782432.8300157058 5398459.985606772,782425.2491583828 5398493.077970323,782436.6260103418 5398530.318543243,782435.9358294989 5398544.0994368065,782393.1891450343 5398533.759923883,782359.9157492362 5398542.517014317,782344.9321457754 5398507.565518631,782349.7077519305 5398500.083611212,782348.9619113422 5398487.086307983,782341.225206732 5398482.461976366,782322.8797546494 5398444.822153812,782322.8797546494 5398427.938054575))"
hospitals_point.673936038;673936038;hospital;Maison de santé de l'Epte;;;;;;;no;;;2;Rue de Gisors;Château-sur-Epte;27420;2;2020-02-29T15:30:20Z;general;POINT (185788.45466152468 6310368.943513873);"SRID=3857;POLYGON((185774.87542535894 6310339.103774175,185790.46015407 6310335.116555109,185792.15221033004 6310341.710803046,185789.78110517617 6310342.307182307,185794.6012391275 6310361.203907226,185797.42875419362 6310360.471211058,185800.0781580745 6310370.848239428,185796.13744810046 6310371.87060745,185800.74607501927 6310389.8813443985,185805.04300736389 6310388.790816186,185806.53468854053 6310394.618327966,185801.81474213087 6310395.82813355,185801.40286001496 6310394.209379637,185793.4657803214 6310396.237081952,185793.87766243733 6310397.855836253,185784.66040859965 6310400.207290419,185782.21137980217 6310390.631082629,185784.66040859965 6310390.000620931,185781.1204487924 6310376.113436055,185778.64915609683 6310376.743896712,185775.98862026684 6310366.349821619,185781.47667116296 6310364.93554682,185774.87542535894 6310339.103774175))"
hospitals_point.264964048;264964048;hospital;Equipe Mobile Psycho-sociale du Chablais;EMPP du Chablais;;;;Etablissement Public de Santé Mentale de la Vallée de l'ARVE;public;;;;19;Avenue de Senevulaz;Thonon-les-Bains;74200;11;2025-04-24T17:37:36Z;psychiatry;POINT (720709.134620736 5838093.140927071);"SRID=3857;POLYGON((720681.0030339672 5838080.067224949,720685.9456193586 5838073.937801499,720687.159001808 5838074.921734977,720688.9846414572 5838072.663527161,720687.838050702 5838071.744114144,720695.1294773489 5838062.711289607,720699.4598055407 5838066.211508016,720700.7065838376 5838064.663024124,720706.3838778681 5838069.243956423,720704.0239046634 5838072.1796255605,720716.6030071229 5838082.32543466,720711.6604217316 5838088.454863942,720725.3972468956 5838099.5362377,720727.690428406 5838096.697340038,720733.3343265892 5838101.246028776,720732.1209441395 5838102.762258879,720736.6293835167 5838106.391534117,720722.4806762368 5838123.924987095,720708.766114971 5838112.859712802,720710.5583587729 5838110.633755513,720702.2316608616 5838103.907496681,720705.2150232147 5838100.213702047,720702.9107097555 5838098.358740264,720705.0369120295 5838095.729534222,720696.4096514931 5838088.7774656,720694.5840118441 5838091.019547457,720681.0030339672 5838080.067224949))"
hospitals_point.248586169;248586169;hospital;Clinique Saint-Dominique;;;;;;;;;;99;;Flers;61100;5;2024-08-17T14:36:00Z;;POINT (-62615.866605377785 6231946.352921952);
hospitals_point.8485397300;8485397300;hospital;Centre médico-psychologique de Perpignan;;;;;;;;;;11;Rue Émile Zola;Perpignan;66000;2;2021-11-16T07:32:26Z;psychiatry;POINT (322620.42639523867 5266138.234823519);
hospitals_point.561114017;561114017;hospital;Hôpital de Saint-Avold;;;;;Groupe SOS;private;yes;;;;Rue Ambroise Paré;Saint-Avold;57502;7;2022-01-11T07:57:42Z;intensive;POINT (748369.3087513386 6293793.422995342);"SRID=3857;POLYGON((748181.158532505 6293854.17628029,748201.1737769496 6293691.140219603,748251.0226449269 6293627.249717615,748409.2744330387 6293631.127008708,748531.9930396891 6293680.086464922,748579.7713651377 6293689.813768273,748594.699308853 6293698.31666501,748599.1743523828 6293736.222682897,748578.8696772621 6293789.978435898,748547.8226712799 6293787.29149041,748513.1800457451 6293944.037076826,748488.4003270945 6293944.632297253,748188.026945087 6293955.992512319,748181.158532505 6293854.17628029))"
hospitals_point.562329862;562329862;hospital;Centre hospitalier Max Querrien;;;;;;public;yes;;CH Max Querrien;36;Chemin de Kerpuns;Paimpol;22500;2;2020-03-17T15:09:06Z;;POINT (-337763.3588686592 6236466.925854418);"SRID=3857;POLYGON((-338062.165220373 6236397.108945135,-338053.50456398935 6236380.994957584,-338047.83840190794 6236375.015561187,-338038.27605764876 6236375.3195981905,-338026.6320389118 6236375.6067442605,-338015.28858279996 6236368.444986394,-338003.3440014379 6236361.587271088,-337998.56839528284 6236351.435835701,-337989.60717627394 6236341.875593187,-337955.57680793846 6236337.703547269,-337880.92595741246 6236335.305044071,-337793.7405322232 6236320.981602452,-337733.4276321114 6236306.05011596,-337670.7213629476 6236283.348901792,-337628.9208941547 6236269.025547928,-337610.40846283577 6236270.815965841,-337587.12042536185 6236272.606384126,-337579.0608942284 6236288.872182679,-337553.2347723643 6236331.572163676,-337506.20228750416 6236378.444423579,-337543.5277127672 6236419.506425231,-337512.32485949784 6236450.55220059,-337500.07971551054 6236429.505922621,-337476.79167803656 6236403.831561154,-337442.0154691128 6236431.144354907,-337429.4697625004 6236442.495152216,-337434.8464939057 6236491.310510221,-337437.08401567064 6236528.9441337455,-337435.89289711916 6236540.126149222,-337442.0154691128 6236555.953286964,-337454.10476581287 6236565.95294525,-337459.4814972182 6236568.942710237,-337518.4474314914 6236571.037235485,-337581.15370065527 6236572.236520341,-337608.77206632117 6236573.874980199,-337658.33150362223 6236583.722637374,-337684.0129101483 6236592.69195429,-337714.7704854545 6236605.816565066,-337759.6990319386 6236631.795584258,-337822.7058637276 6236671.507489766,-337820.31249467557 6236631.795584258,-337894.0616573261 6236594.769594023,-337906.9079265637 6236609.397543475,-337926.31091380893 6236637.167068894,-337942.7305387009 6236670.612238464,-337984.2304448686 6236632.099630464,-338049.6306457097 6236592.97910772,-338044.84390760557 6236573.57093608,-338052.01288281265 6236484.891865785,-338061.56409512274 6236417.715975926,-338062.165220373 6236397.108945135))"
